id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness
2758,"Oh, Pretty Woman",Roy Orbison,rock-n-roll,happy,0.584,127.31,0.954,0.609,0.725
2759,California Dreamin',Johnny Rivers,rock-n-roll,chill,0.226,125.23,0.463,0.56,0.872
2760,Inolvidable,Los Brios,rock-n-roll,euphoric,0.726,96.04,0.888,0.739,0.141
2761,Rock-A-Hula Baby,Elvis Presley,rockabilly,happy,0.645,94.26,0.884,0.528,0.804
2762,"Let Me Be There - Live at Mid-South Coliseum, Memphis, TN - March 1974",Elvis Presley,rockabilly,euphoric,0.906,138.19,0.857,0.544,0.368
2763,Charity,Toini & The Tomcats,rockabilly,euphoric,0.812,108.94,0.852,0.599,0.26
2764,Rockin' Around The Christmas Tree,Brenda Lee,rockabilly,happy,0.569,71.08,0.874,0.631,0.728
2765,Rockin' Around the Christmas Tree - Re-Recorded Version,Brenda Lee,rockabilly,happy,0.641,141.0,0.824,0.682,0.564
2766,Unchained Melody,Gene Vincent & His Blue Caps,rockabilly,melancholic,0.158,122.29,0.303,0.54,0.704
2767,タオル,Crazy Ken Band,rockabilly,happy,0.842,89.03,0.609,0.581,0.231
2768,Gato Rebelde,Rebel Cats;Dr. Shenka,rockabilly,happy,0.982,101.46,0.632,0.503,0.0032
2769,Pretty Bad Blues,Ronnie Self,rockabilly,happy,0.56,101.66,0.911,0.7,0.497
2770,Poor Little Fool - Remastered,Ricky Nelson,rockabilly,romantic,0.338,154.6,0.81,0.474,0.648
2771,Stupid Cupid,Connie Francis,rockabilly,euphoric,0.725,136.81,0.963,0.606,0.831
2772,"Baby, Let's Play House",Elvis Presley,rockabilly,happy,0.65,103.97,0.961,0.668,0.733
2773,Crazy Horse Boogie,The Rockabilly Rebels,rockabilly,euphoric,0.709,153.8,0.901,0.302,0.0546
2774,Pocketful of Rainbows,Elvis Presley,rockabilly,melancholic,0.187,116.6,0.349,0.435,0.892
2775,Rua Augusta,Eduardo Araujo,rockabilly,euphoric,0.83,174.28,0.961,0.539,0.174
2776,Papá Soy una Zombie,Los Tiki Phantoms,rockabilly,happy,0.866,95.06,0.612,0.437,0.0082
2777,Bye Bye Love,The Everly Brothers,rockabilly,happy,0.523,169.6,0.89,0.547,0.724
2778,"Uma Cerveja, Uma Cachaça E Um Remedinho",Hillbilly Rawhide,rockabilly,happy,0.965,195.97,0.669,0.443,0.258
2779,Smoke Gets In Your Eyes,The Platters,rockabilly,melancholic,0.295,171.22,0.285,0.203,0.92
2780,Lucille,Little Richard,rockabilly,euphoric,0.708,143.67,0.919,0.676,0.592
2781,Rockin' Around The Christmas Tree,Brenda Lee,rockabilly,happy,0.569,71.08,0.874,0.631,0.728
2782,Rockin' Around The Christmas Tree,Brenda Lee,rockabilly,happy,0.569,71.08,0.874,0.631,0.728
2783,Phases of the Moon,Toini & The Tomcats,rockabilly,melancholic,0.354,106.64,0.368,0.483,0.661
2784,The Man I Want,Toini & The Tomcats,rockabilly,euphoric,0.732,114.18,0.751,0.588,0.168
2785,Viva Las Vegas (Bonus Track),Elvis Presley,rockabilly,happy,0.567,144.02,0.861,0.608,0.819
2786,Where No One Stands Alone (with Lisa Marie Presley),Elvis Presley;Lisa Marie Presley,rockabilly,melancholic,0.291,136.75,0.299,0.345,0.641
2787,Run Rudolph Run,Chuck Berry,rockabilly,euphoric,0.876,151.93,0.949,0.647,0.881
2788,Emotions,Brenda Lee,rockabilly,focused,0.416,98.78,0.516,0.466,0.742
2789,Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini,Brian Hyland,rockabilly,romantic,0.427,123.11,0.964,0.814,0.558
2790,Run Rudolph Run,Chuck Berry,rockabilly,euphoric,0.876,151.93,0.949,0.647,0.881
2791,Верни мне музыку,Сергей Зыков,romance,happy,0.754,77.88,0.627,0.206,0.962
2792,Приходите В Мой Дом,Vika Tsyganova,romance,happy,0.692,86.73,0.826,0.626,0.421
2793,На последнюю пятерку,Михаил Вавич,romance,chill,0.266,73.83,0.424,0.489,0.996
2794,Kalinka Malinka,Ivan Rebroff,romance,focused,0.416,169.52,0.113,0.266,0.959
2795,В больнице больная лежала,"Группа ""Загадка""",romance,chill,0.154,143.52,0.411,0.363,0.901
2796,Подмосковные вечера,"Группа ""Загадка""",romance,melancholic,0.152,120.79,0.288,0.354,0.923
2797,"Шумит волна, звенит струна",Владимир Бунчиков,romance,chill,0.303,162.17,0.531,0.346,0.961
2798,Голубые глаза,Oleg Pogudin,romance,chill,0.298,125.77,0.553,0.462,0.741
2799,"Уйди, совсем уйди",Галина Карева,romance,melancholic,0.148,166.28,0.225,0.371,0.945
2800,Отчего?,Nikolay Kopylov,romance,focused,0.424,132.07,0.153,0.353,0.991
2801,"Споём, пилот",Владимир Бунчиков,romance,focused,0.362,105.28,0.595,0.549,0.975
2802,"Goodbye, My Friend, Goodbye",Nikolay Erdenko,romance,melancholic,0.0701,127.76,0.184,0.342,0.946
2803,Люди с забинтованными лбами,Igor Talkov,romance,happy,0.629,77.83,0.649,0.517,0.469
2804,Ach Natascha,Ivan Rebroff,romance,romantic,0.487,103.81,0.647,0.426,0.778
2805,Tvoi pis'ma,Izabella Jur'eva,romance,chill,0.192,134.28,0.483,0.569,0.991
2806,Письмо,Сергей Зыков,romance,focused,0.574,101.33,0.2,0.288,0.915
2807,Ромашка белая,Gruppa Express,romance,happy,0.624,109.99,0.883,0.763,0.599
2808,Хотел бы в единое слово,Sergei Lemeshev,romance,melancholic,0.0908,93.66,0.231,0.421,0.979
2809,Kovyl',Vadim Kozin,romance,chill,0.0984,64.69,0.48,0.502,0.994
2810,Все карты,"Nikolai Erdenko;Ансамбль ""Джанг""",romance,romantic,0.329,100.69,0.885,0.479,0.257
2811,Zolotaja rybka,Nadezhda Kazantseva,romance,melancholic,0.192,88.21,0.202,0.394,0.987
2812,Eintönig hell klingt das Glöcklein,Ivan Rebroff,romance,focused,0.455,115.96,0.0797,0.198,0.847
2813,Tuchi nad gorodom vstali,Vadim Kozin,romance,romantic,0.422,91.77,0.885,0.641,0.994
2814,"Не уходи, побудь со мною",Oleg Pogudin,romance,melancholic,0.216,95.7,0.0725,0.292,0.956
2815,Ja vnov' pred toboju,Nadezhda Obukhova,romance,melancholic,0.0576,69.88,0.105,0.405,0.993
2816,Ja segodnja smejus' nad soboy,Alexander Vertinsky,romance,melancholic,0.0237,100.57,0.117,0.496,0.992
2817,"О чём я печалюсь - Из к/ф ""Девушка без адреса""",Николай Рыбников,romance,chill,0.245,88.87,0.526,0.456,0.987
2818,Olovjannoe serdtse,Alexander Vertinsky,romance,melancholic,0.0296,75.36,0.33,0.534,0.995
2819,"Город пышный, город бедный",Oleg Pogudin,romance,melancholic,0.121,107.57,0.18,0.446,0.937
2820,"Tchaikovsky: Eugene Onegin: Dyevitsi, krasavitsi - Act One",Ivan Petrov;Chorus of the Bolshoi Theatre,romance,melancholic,0.134,106.94,0.123,0.384,0.992
2821,Perfect,Yung Pinch,sad,focused,0.542,148.94,0.274,0.68,0.26
2822,Scargazer,Prompto,sad,euphoric,0.793,75.03,0.941,0.677,0.558
2823,Girl How Will I Love You,Timmies;Mishaal,sad,chill,0.259,172.48,0.502,0.705,0.398
2824,Insane,Sky McCreery,sad,focused,0.405,119.96,0.329,0.806,0.508
2825,Tic Tac Toe,Kado;Promoting Sounds,sad,melancholic,0.377,140.99,0.308,0.702,0.667
2826,Waiting to Die,iamjakehill,sad,energetic,0.733,160.1,0.585,0.577,0.0879
2827,Sugar Crashx (Remix),kidolitx,sad,happy,0.641,75.68,0.66,0.747,0.212
2828,Enjoy It,Fresco Trey;Einer Bankz,sad,romantic,0.479,98.0,0.755,0.731,0.242
2829,clash of the titans,Powfu,sad,romantic,0.419,158.34,0.751,0.727,0.595
2830,Demons and Monsters,347aidan,sad,chill,0.32,80.99,0.407,0.777,0.927
2831,Slow Down,Hinshi,sad,melancholic,0.311,150.02,0.0624,0.701,0.644
2832,Would You Be My Baby,creamy,sad,chill,0.294,120.72,0.58,0.802,0.747
2833,Nobody Knows,Eric Reprid,sad,melancholic,0.357,113.84,0.2,0.641,0.88
2834,Try to Be Better (Again),Rnla;yaeow,sad,melancholic,0.358,126.12,0.129,0.619,0.956
2835,Swan Dive,convolk,sad,intense,0.605,141.97,0.219,0.631,0.0882
2836,"Dear Rose, I'm Haunted",Drawn To The Sky,sad,happy,0.566,76.01,0.605,0.507,0.806
2837,Lost,Chri$tian Gate$,sad,melancholic,0.262,204.4,0.207,0.367,0.568
2838,Lover of Mine,Louyah,sad,focused,0.424,86.0,0.258,0.633,0.736
2839,dropout,sadeyes,sad,energetic,0.849,150.28,0.498,0.541,0.0049
2840,jaded,sadeyes,sad,melancholic,0.386,124.12,0.192,0.703,0.0645
2841,Sun Kissed,Lxst,sad,focused,0.521,85.03,0.389,0.719,0.413
2842,Worried,SadBoyProlific;Mntl,sad,romantic,0.284,175.03,0.655,0.479,0.964
2843,I Know You so Well,Sarah Meow;Shiloh,sad,melancholic,0.0995,122.91,0.397,0.771,0.896
2844,a castle by the sea,Powfu,sad,focused,0.356,106.47,0.544,0.454,0.771
2845,INBETWEEN,LIL DUSTY G,sad,happy,0.653,92.01,0.682,0.682,0.138
2846,see you leave,sorrow;Thomas Reid;Zaini,sad,romantic,0.397,106.0,0.619,0.695,0.657
2847,i looked into your eyes,Sky McCreery,sad,melancholic,0.0989,133.71,0.3,0.475,0.853
2848,Love Me For Me,MASN,sad,energetic,0.648,87.6,0.467,0.627,0.51
2849,Soft Skin,Timmies;Shiloh Dynasty,sad,romantic,0.108,106.04,0.716,0.901,0.844
2850,falling down,Nohidea,sad,chill,0.309,80.11,0.556,0.778,0.915
2851,Tu Amor Me Hace Bien,Marc Anthony,salsa,happy,0.595,134.79,0.84,0.61,0.397
2852,Amor de papel,Tito Gomez,salsa,happy,0.683,88.2,0.942,0.818,0.448
2853,Que Haré Sin Ti,Eddie Santiago,salsa,happy,0.507,85.17,0.609,0.6,0.664
2854,Amor Para Mí,Cuco Valoy,salsa,euphoric,0.791,91.96,0.884,0.742,0.403
2855,Ella Dice,Conjunto Chaney,salsa,euphoric,0.717,93.25,0.796,0.448,0.702
2856,Ya No Me Importa,Yiyo Sarante,salsa,euphoric,0.896,120.0,0.961,0.811,0.573
2857,Yo Si Me Enamoré - Son Version,Huey Dunbar,salsa,euphoric,0.716,133.56,0.832,0.704,0.603
2858,Lagrimas,Roberto Blades,salsa,euphoric,0.751,106.72,0.849,0.462,0.043
2859,La Ventanita,Mickey Taveras,salsa,euphoric,0.815,126.51,0.953,0.648,0.229
2860,Elsa / Quiero Amanecer / Cariñito - En Vivo,Yahaira Plasencia;Mauricio Mesones,salsa,euphoric,0.796,103.94,0.707,0.71,0.576
2861,Jamás,Eddie Santiago,salsa,euphoric,0.738,171.81,0.928,0.645,0.815
2862,Tu Me Enloqueces,Baby Rasta & Gringo;Wisin,salsa,happy,0.876,93.97,0.651,0.744,0.0914
2863,Necesito Amarte,Marc Anthony,salsa,euphoric,0.844,163.95,0.783,0.642,0.536
2864,Sabroso (Cantando),Adalberto Santiago;Roberto Roena,salsa,happy,0.626,166.87,0.937,0.677,0.777
2865,Cuídate Bién,La Critica,salsa,euphoric,0.757,104.07,0.935,0.715,0.462
2866,Tú Me Haces Falta,Eddie Santiago,salsa,euphoric,0.88,161.64,0.908,0.626,0.195
2867,No Vale la Pena,ZAPEROKO La Resistencia Salsera del Callao,salsa,euphoric,0.844,94.0,0.925,0.75,0.278
2868,Vergüenza - Remastered,La Sonora Matancera,salsa,romantic,0.456,92.05,0.61,0.457,0.469
2869,Que Cañonazos,Alquimia La Sonora Del XXI,salsa,euphoric,0.887,103.54,0.892,0.868,0.603
2870,Amor Bravío,Asdrubar,salsa,euphoric,0.918,195.03,0.945,0.666,0.178
2871,Me Cogió La Noche,Gilberto Santa Rosa,salsa,euphoric,0.755,99.03,0.762,0.837,0.348
2872,¿Cómo Podré Disimular?,Andy Montañez,salsa,euphoric,0.915,94.22,0.767,0.756,0.529
2873,Cuando el Amor Se Acaba,Mickey Taveras,salsa,euphoric,0.868,170.45,0.73,0.504,0.535
2874,Mírame,Chivirico Davila,salsa,euphoric,0.731,110.33,0.966,0.578,0.844
2875,Pasodobles,Guayacán Orquesta,salsa,happy,0.524,126.0,0.794,0.898,0.054
2876,Corazón Guerrero,Willie Colón,salsa,romantic,0.483,95.89,0.723,0.467,0.748
2877,Con la Misma Moneda,Josimar y Su Yambú,salsa,energetic,0.665,88.76,0.453,0.536,0.287
2878,Aparentemente,Tony Vega,salsa,happy,0.611,178.73,0.754,0.64,0.668
2879,Porro y Nada Mas,Los Master's,salsa,happy,0.525,89.07,0.965,0.735,0.585
2880,Juego O Amor?,Marc Anthony,salsa,focused,0.573,138.0,0.554,0.698,0.329
2881,Ai Que Saudades da Amélia,Grupo Fundo De Quintal,samba,happy,0.698,121.44,0.783,0.507,0.404
2882,Oxossi,Toninho Geraes,samba,happy,0.527,101.86,0.643,0.681,0.816
2883,Como Dizia O Mestre,Benito Di Paula,samba,focused,0.477,87.09,0.398,0.579,0.137
2884,Amar É Bom,Grupo Fundo De Quintal,samba,euphoric,0.766,93.6,0.816,0.438,0.599
2885,Estrela,Gilberto Gil,samba,happy,0.549,122.63,0.786,0.745,0.505
2886,Nosso Grito / Quando a Gira Girou / Tá Escrito,Renato da Rocinha,samba,happy,0.656,114.01,0.913,0.51,0.614
2887,A Pureza da Flor - Ao Vivo,Arlindo Cruz,samba,euphoric,0.744,91.56,0.703,0.333,0.653
2888,Nada por Mim / Nas Nuvens / É Demais / Cheiro de Amor,Encontro de Batuqueiros,samba,happy,0.637,89.15,0.922,0.539,0.709
2889,Chegamos ao Fim / Fim da Tristeza / Além do Meu Querer - Ao Vivo,Vou pro Sereno,samba,happy,0.802,87.64,0.684,0.316,0.604
2890,Todo sujo de batom,Belchior,samba,focused,0.561,105.78,0.559,0.564,0.635
2891,Para Com Esse Papo - Ao Vivo,Akatu;Grupo Revelação,samba,happy,0.688,103.93,0.695,0.593,0.364
2892,E a vida mudou,Jorge Aragão,samba,happy,0.551,93.87,0.764,0.6,0.396
2893,Coração Em Desalinho - Ao Vivo,Zeca Pagodinho,samba,euphoric,0.818,128.51,0.762,0.507,0.804
2894,Dadhi Pachigala Bali Kete Katha Kahesi,Ruku Suna,samba,euphoric,0.898,164.02,0.806,0.335,0.022
2895,Swing de Campo Grande,Casuarina,samba,euphoric,0.813,101.9,0.77,0.599,0.746
2896,Brincar de Ser Feliz,Sambô,samba,happy,0.553,172.07,0.861,0.498,0.309
2897,Descobridor Dos Sete Mares - Ao Vivo,Diogo Nogueira,samba,happy,0.697,153.93,0.892,0.679,0.455
2898,Sobre Nós - Ao Vivo,Grupo Bom Astral;Delacruz,samba,energetic,0.714,93.39,0.483,0.351,0.542
2899,Carícias - Ao Vivo,Art Popular,samba,euphoric,0.874,168.27,0.96,0.651,0.252
2900,Pra Ser Minha Musa - Ao Vivo,Reinaldo;Dudu Nobre,samba,romantic,0.375,104.2,0.745,0.53,0.511
2901,Vou Botar Teu Nome Na Macumba,Zeca Pagodinho,samba,happy,0.629,101.43,0.813,0.627,0.234
2902,Majestade O Sabiá,Jair Rodrigues;Chitãozinho & Xororó,samba,romantic,0.441,107.98,0.698,0.643,0.682
2903,"Tá Ruim, Mas Tá Bom",Zeca Pagodinho,samba,happy,0.65,105.76,0.909,0.633,0.692
2904,Tô Legal,Grupo Raça,samba,euphoric,0.837,152.9,0.892,0.586,0.207
2905,Dandy,Belchior,samba,melancholic,0.393,81.73,0.319,0.344,0.731
2906,Maracangalha,Dorival Caymmi,samba,happy,0.593,107.91,0.915,0.521,0.521
2907,Vou Festejar,Grupo Fundo De Quintal;Beth Carvalho,samba,happy,0.861,130.99,0.662,0.359,0.599
2908,Tudo Fica Blue - Ao Vivo,Caju Pra Baixo;Belo,samba,focused,0.569,172.94,0.563,0.3,0.7
2909,Olhos Coloridos (Ao Vivo),Seu Jorge;Sandra De Sá,samba,energetic,0.931,104.36,0.592,0.636,0.131
2910,A festa,Maria Rita,samba,happy,0.606,136.09,0.653,0.673,0.224
2911,Na Boa - Ao Vivo,Henrique & Juliano,sertanejo,energetic,0.853,99.48,0.486,0.531,0.217
2912,Dependência Quimica,Loubet;Israel & Rodolffo,sertanejo,euphoric,0.826,110.01,0.751,0.803,0.433
2913,Sufocado / Volta Pra Mim / Alô - Ao Vivo,Clayton & Romário,sertanejo,energetic,0.823,163.91,0.551,0.474,0.567
2914,Nem Vou,Joel Carlo;Pedro Paulo & Alex,sertanejo,euphoric,0.908,128.04,0.807,0.828,0.185
2915,Diz pra Mim / Fonte de Desejos,Léo Magalhães,sertanejo,euphoric,0.766,121.4,0.834,0.606,0.394
2916,Não Tenho Coragem - Ao Vivo,Henrique & Juliano,sertanejo,energetic,0.749,101.96,0.509,0.628,0.408
2917,Vim Pra Ficar - Ao Vivo,Matheus & Kauan,sertanejo,energetic,0.664,144.75,0.476,0.569,0.672
2918,Ponto de Chegada - Ao Vivo,Matogrosso & Mathias;João Bosco & Vinicius,sertanejo,energetic,0.67,100.87,0.428,0.41,0.259
2919,Segue O Plano - Ao Vivo,George Henrique & Rodrigo,sertanejo,happy,0.682,149.98,0.691,0.741,0.471
2920,Talismã / Hoje Eu Sei / Vida Vazia - Ao Vivo,Clayton & Romário,sertanejo,focused,0.465,111.86,0.222,0.438,0.244
2921,Piseiro com Balada,Vitinho Imperador;Brisa Star,sertanejo,euphoric,0.924,148.03,0.912,0.758,0.176
2922,Capricha Gaiteiro,Garotos de Ouro,sertanejo,euphoric,0.87,91.25,0.961,0.798,0.304
2923,Horas Iguais - ao vivo,Turma do Pagode,sertanejo,euphoric,0.719,83.03,0.806,0.605,0.637
2924,Efeito Borboleta,Conrado & Aleksandro,sertanejo,energetic,0.684,133.42,0.507,0.546,0.625
2925,Buteco a Luz de Velas - Ao Vivo,Joel Carlo,sertanejo,happy,0.723,113.14,0.68,0.697,0.35
2926,"Já Que Tá Gostoso Deixa (Mata Papai) - Ao Vivo Na Ilha Da Magia,Brasil/2008",Exaltasamba,sertanejo,euphoric,0.737,102.52,0.831,0.721,0.581
2927,Rara beleza,Pixote,sertanejo,happy,0.726,168.56,0.663,0.472,0.306
2928,Decida - Ao Vivo,Milionário & José Rico,sertanejo,focused,0.493,79.44,0.586,0.516,0.645
2929,Golpe Sem Roupa,Fiduma & Jeca;Guilherme & Benuto,sertanejo,happy,0.819,117.86,0.627,0.622,0.352
2930,Ponto G,Gusttavo Lima,sertanejo,happy,0.597,106.99,0.613,0.808,0.685
2931,Segura Nóis - Ao Vivo,Pedro Paulo & Alex,sertanejo,energetic,0.893,93.02,0.442,0.68,0.126
2932,Paixão,Gilberto e Gilmar;Rionegro & Solimões,sertanejo,energetic,0.698,100.18,0.464,0.681,0.374
2933,Veneno do Desejo - Ao Vivo,Emílio & Eduardo,sertanejo,happy,0.64,122.04,0.793,0.838,0.383
2934,Eu Busco uma Estrela - Ao Vivo,Gian & Giovani,sertanejo,energetic,0.646,90.36,0.541,0.575,0.684
2935,Vire e Mexe,Bonde do Forró,sertanejo,euphoric,0.894,181.93,0.88,0.654,0.518
2936,Espinho Na Cama,Chico Rey & Paraná,sertanejo,happy,0.565,98.23,0.696,0.679,0.203
2937,Você Não Vale,Felipe Araújo;Japinha Conde;Conde do Forró,sertanejo,happy,0.845,160.13,0.689,0.662,0.543
2938,Alcoolnível - Ao Vivo,Clayton & Romário,sertanejo,euphoric,0.796,116.94,0.809,0.659,0.587
2939,Vidro Fumê - Ao Vivo,Bruno & Marrone,sertanejo,energetic,0.93,119.98,0.559,0.642,0.228
2940,Me dá o Poder de Filho,Marcelo Aguiar,sertanejo,melancholic,0.368,119.87,0.346,0.614,0.777
2941,The Squip Enters,Jason Tam;Will Roland,show-tunes,focused,0.485,79.96,0.577,0.428,0.349
2942,"Under the Sea - From ""The Little Mermaid"" / Soundtrack Version",Samuel E. Wright;Disney,show-tunes,romantic,0.463,99.66,0.858,0.68,0.718
2943,Rose's Turn,Bernadette Peters,show-tunes,chill,0.259,103.51,0.42,0.592,0.811
2944,Right in Front of Your Eyes,Amy Spanger;Matthew Saldívar,show-tunes,happy,0.598,145.66,0.82,0.598,0.135
2945,Two-Player Game,Will Roland;George Salazar;Be More Chill,show-tunes,energetic,0.616,111.69,0.581,0.59,0.145
2946,Sam Failed Her Driver’s Test,Krystina Alabado;Emma Hunton;Ben Fankhauser;Katie Thompson,show-tunes,focused,0.365,137.8,0.432,0.559,0.774
2947,Agrabah Marketplace,Alan Menken,show-tunes,melancholic,0.235,141.28,0.137,0.283,0.262
2948,Honor To Us All,Lea Salonga;Beth Fowler;Marni Nixon;Chorus - Mulan;Disney,show-tunes,romantic,0.242,168.01,0.652,0.462,0.447
2949,Farmer Refuted,Thayne Jasperson;Lin-Manuel Miranda;Original Broadway Cast of Hamilton,show-tunes,focused,0.409,77.88,0.577,0.795,0.684
2950,I Can Hear the Bells,Marissa Jaret Winokur;Hairspray Ensemble,show-tunes,focused,0.6,111.94,0.501,0.72,0.748
2951,Everything About You,Andy Karl;Tim Minchin,show-tunes,chill,0.136,72.03,0.462,0.613,0.782
2952,Live Your Story,Auli'i Cravalho,show-tunes,angry,0.791,135.9,0.283,0.577,0.0038
2953,Unworthy of Your Love,Stephen Sondheim;Adam Chanler-Berat;Tavi Gevinson,show-tunes,melancholic,0.221,126.48,0.228,0.482,0.834
2954,Something There,Emma Watson;Dan Stevens;Ewan McGregor;Ian McKellen;Emma Thompson;Nathan Mack;Gugu Mbatha-Raw,show-tunes,chill,0.317,123.44,0.476,0.45,0.896
2955,Queen Medley,Michael Ball;Alfie Boe,show-tunes,focused,0.473,78.64,0.15,0.173,0.626
2956,"Bücher, Bücher!","Original (German) Cast of ""Tanz Der Vampire""",show-tunes,chill,0.246,111.93,0.496,0.536,0.829
2957,In The Land Of The Pig The Butcher Is King,Rob Fowler;'Bat Out Of Hell' Original Cast,show-tunes,happy,0.91,116.06,0.647,0.333,0.272
2958,Meant to be Yours,Jamie Muscato;Original West End Cast of Heathers,show-tunes,energetic,0.632,98.0,0.464,0.552,0.398
2959,Seasons of Love,Rosario Dawson;Taye Diggs;Idina Menzel;Jesse L. Martin;Adam Pascal;Tracie Thoms;Anthony Rapp;Wilson Jermaine Heredia,show-tunes,focused,0.579,178.15,0.466,0.475,0.609
2960,Ego Has A Price (Reprise),Andrew Lloyd Webber;Georgina Castle;Carrie Hope Fletcher;Victoria Hamilton-Barritt,show-tunes,melancholic,0.282,117.52,0.334,0.635,0.467
2961,"Dig Deep (SMASH Cast Version) (feat. Megan Hilty, Henry Stram, Phillip Spaeth & Wesley Taylor)",SMASH Cast;Megan Hilty;Henry Stram;Phillip Spaeth;Wesley Taylor,show-tunes,romantic,0.457,61.9,0.608,0.44,0.522
2962,Goodnight And Thank You,Andrew Lloyd Webber;Original Evita Cast,show-tunes,happy,0.511,102.73,0.682,0.598,0.723
2963,Believer,Lea Michele,show-tunes,intense,0.668,88.49,0.309,0.287,0.516
2964,Xanadu,Company,show-tunes,energetic,0.7,126.67,0.524,0.583,0.145
2965,If You Say So,Lea Michele,show-tunes,focused,0.436,140.23,0.237,0.342,0.61
2966,"Gott, warum?",Jan Ammann,show-tunes,intense,0.754,145.42,0.323,0.352,0.511
2967,Burn,Phillipa Soo,show-tunes,focused,0.428,99.61,0.255,0.582,0.752
2968,Vivo Per Lei,Musical Tenors,show-tunes,focused,0.447,66.16,0.223,0.298,0.571
2969,Unmeltable Me - Outtake,Josh Gad,show-tunes,romantic,0.435,79.17,0.765,0.685,0.402
2970,Ribbons Down My Back,Kate Baldwin,show-tunes,melancholic,0.126,70.88,0.0674,0.282,0.912
2971,the author,Luz,singer-songwriter,melancholic,0.264,80.57,0.227,0.354,0.832
2972,Just A Word,Prateek Kuhad,singer-songwriter,melancholic,0.247,77.22,0.279,0.36,0.838
2973,I'm Fine,Sophie Pecora,singer-songwriter,happy,0.588,90.1,0.775,0.792,0.348
2974,Swan Upon Leda,Hozier,singer-songwriter,melancholic,0.399,126.03,0.144,0.312,0.471
2975,Ripples,Maximillian,singer-songwriter,chill,0.346,129.68,0.452,0.682,0.682
2976,Am I Overthinking This?,Raghav Meattle,singer-songwriter,chill,0.135,98.03,0.435,0.762,0.92
2977,The Wind - Remastered 2021,Yusuf / Cat Stevens,singer-songwriter,romantic,0.291,115.75,0.806,0.765,0.787
2978,Would That I,Hozier,singer-songwriter,focused,0.526,130.69,0.502,0.521,0.243
2979,Bhool Gaye,Ankur Tewari,singer-songwriter,romantic,0.331,200.19,0.675,0.649,0.815
2980,Teri Dastaan,Jasleen Royal;Neeraj Rajawat,singer-songwriter,melancholic,0.266,79.95,0.183,0.632,0.96
2981,Cold Shoulders,Prateek Kuhad,singer-songwriter,melancholic,0.213,129.6,0.204,0.669,0.778
2982,Bloom,Prateek Kuhad,singer-songwriter,focused,0.488,81.02,0.468,0.606,0.597
2983,Edge of Desire,John Mayer,singer-songwriter,focused,0.441,66.44,0.455,0.606,0.326
2984,Numb Little Bug,Em Beihold,singer-songwriter,happy,0.527,84.97,0.638,0.742,0.327
2985,(Everything I Do) I Do It For You,Bryan Adams,singer-songwriter,melancholic,0.365,131.25,0.254,0.526,0.0775
2986,Humse Khafa,Suzonn,singer-songwriter,melancholic,0.336,140.06,0.378,0.493,0.794
2987,Mặt Mộc,Phạm Nguyên Ngọc;VAnh;Ân Nhi;BMZ,singer-songwriter,happy,0.727,167.98,0.697,0.599,0.668
2988,Summer Of '69,Bryan Adams,singer-songwriter,euphoric,0.908,138.83,0.744,0.5,0.0166
2989,"I Put A Spell On You (Fifty Shades of Grey) - From ""Fifty Shades Of Grey"" Soundtrack",Annie Lennox,singer-songwriter,melancholic,0.383,173.98,0.358,0.563,0.283
2990,Drown - Audiotree Live Version,Prateek Kuhad,singer-songwriter,chill,0.0713,163.32,0.418,0.501,0.95
2991,Jeena Chahun,Shivansh Jindal;Salim–Sulaiman,singer-songwriter,angry,0.79,125.94,0.274,0.613,0.0147
2992,Alag Aasmaan (Acoustic),Anuv Jain,singer-songwriter,romantic,0.103,115.73,0.668,0.625,0.921
2993,Walked Through Hell,Anson Seabra,singer-songwriter,focused,0.404,81.71,0.129,0.508,0.664
2994,summer&cigarettes,sammy rash,singer-songwriter,romantic,0.402,122.01,0.684,0.834,0.76
2995,Trouble No More,Allman Brothers Band,singer-songwriter,happy,0.567,141.35,0.856,0.556,0.0577
2996,Dependent,Keenan Te,singer-songwriter,chill,0.336,74.96,0.458,0.474,0.907
2997,if depression gets the best of me,Zevia,singer-songwriter,melancholic,0.187,119.81,0.201,0.538,0.88
2998,Nothing Compares 2 U,Sinéad O'Connor,singer-songwriter,focused,0.574,119.92,0.161,0.512,0.0425
2999,Love Life,Stephen Sanchez,singer-songwriter,focused,0.483,135.06,0.387,0.557,0.658
3000,Christmas Time,Bryan Adams,singer-songwriter,focused,0.582,77.32,0.326,0.503,0.472
3001,"Ay, Que Dios Boludo",Divididos,ska,energetic,0.798,138.28,0.499,0.408,0.0003
3002,El Ciclo de la Vida,Nonpalidece,ska,romantic,0.397,145.91,0.612,0.822,0.0226
3003,Bolso Gris,Los Caligaris,ska,euphoric,0.72,97.98,0.771,0.686,0.0347
3004,Te doy una canción,Los Miserables,ska,energetic,0.838,150.06,0.518,0.51,0.0502
3005,El Cocodrilo,Maldita Vecindad Y Los Hijos Del 5to. Patio,ska,happy,0.585,112.13,0.74,0.868,0.689
3006,De la Cuna al Cajón,La Transa,ska,euphoric,0.822,113.1,0.887,0.701,0.633
3007,Cosas Que Nadie Oia,Resistencia Suburbana,ska,energetic,0.681,83.01,0.484,0.761,0.0146
